ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,survey_code,How much would you pay for an Amazon.com gift card valued at $50?,How much would you pay for an Amazon.com gift card valued at $50.08?,How much would you pay for an Amazon.com gift card valued at $50.45?,How much would you pay for an Amazon.com gift card valued at $49.55?,How much would you pay for an Amazon.com gift card valued at $49.92?,What is your gender?,Indicate total household income:,What is your highest level of education?,What is your age?,LocationLatitude,LocationLongitude,LocationAccuracy,,values,Question,is.$49.55,is.$49.92,is.$50,is.$50.08,is.$50.45,is.nan,TimezoneName,TimezoneId,is.Atlantic Standard Time,is.Central Standard Time,is.Eastern Standard Time,is.Greenwich Mean Time,is.Hawaii-Aleutian Standard Time,is.India Standard Time,is.Mountain Standard Time,is.Pacific Standard Time,is.Peru Standard Time,Education,is.Associates,is.Bachelor,is.College,is.Graduate,is.Highschool,is.None,gender
R_4N1m7PdEZiP61OR,Default Response Set,Anonymous,,,208.167.254.85,0,2015-08-04 09:41:24,2015-08-04 09:41:43,1,54953613,,,45,,,1,50000,4,32,40.551605224609,-74.46369934082,-1,,45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_cPixYP4yBeWFtt3,Default Response Set,Anonymous,,,67.172.251.108,0,2015-08-04 09:49:51,2015-08-04 09:50:22,1,26211765,45,,,,,2,70000,3,29,40.799499511719,-111.82849884033,-1,,45,$50,0,0,1,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,Associates,1,0,0,0,0,0,Female
R_0697sCDgoYpnAyN,Default Response Set,Anonymous,,,65.37.106.52,0,2015-08-04 09:58:32,2015-08-04 09:59:01,1,57047709,,,,49.55,,2,43000,2,27,42.455703735352,-88.303802490234,-1,,49.55,$49.55,1,0,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_bgBVu8dHHpiuRdb,Default Response Set,Anonymous,,,166.173.250.243,0,2015-08-04 09:58:58,2015-08-04 10:00:29,1,95506361,50,,,,,2,30000,5,30,34.236801147461,-84.490798950195,-1,,50,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Female
R_2bPni1TAeDa0NX7,Default Response Set,Anonymous,,,198.205.17.200,0,2015-08-04 10:10:06,2015-08-04 10:10:30,1,39465201,,,40.00,,,1,44000,4,33,32.801895141602,-96.788299560547,-1,,40.00,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_4So8z21ere6cNDv,Default Response Set,Anonymous,,,99.109.96.242,0,2015-08-04 10:16:50,2015-08-04 10:17:10,1,94602034,,,,,45,1,110000,5,45,32.810104370117,-97.106101989746,-1,,45,$49.92,0,1,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Male
R_cYGmohOQPGS8iTr,Default Response Set,Anonymous,,,209.63.76.34,0,2015-08-04 10:21:05,2015-08-04 10:21:21,1,23744976,,,,,49.92,2,29000,2,30,47.606201171875,-122.33209991455,-1,,49.92,$49.92,0,1,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Female
R_eWhrkSbQaeiWwAd,Default Response Set,Anonymous,,,72.189.54.146,0,2015-08-04 10:33:13,2015-08-04 10:33:30,1,86855099,50,,,,,1,42000,2,26,28.522506713867,-81.483497619629,-1,,50,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_bj8gtsiDOPoH229,Default Response Set,Anonymous,,,63.243.37.162,0,2015-08-04 10:50:52,2015-08-04 10:51:31,1,71925348,,25,,,,1,14500,4,57,28.618499755859,-81.433601379395,-1,,25,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_bmzGDRZfzAoHz7L,Default Response Set,Anonymous,,,173.24.16.40,0,2015-08-04 10:55:10,2015-08-04 10:55:41,1,75710158,,,,45,,2,30000,4,34,41.56640625,-93.740501403809,-1,,45,$49.55,1,0,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_bdcC4B99jCJOhKJ,Default Response Set,Anonymous,,,69.248.134.21,0,2015-08-04 10:58:22,2015-08-04 10:58:40,1,68865044,,,,48,,2,40000,4,39,40.429306030273,-74.420303344727,-1,,48,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_7WzxGnUhwxr8Srz,Default Response Set,Anonymous,,,50.251.194.81,0,2015-08-04 11:01:39,2015-08-04 11:01:58,1,97379655,,40.00,,,,2,75000,4,26,47.673797607422,-122.34190368652,-1,,40.00,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_dcz6gXG2r1U38G1,Default Response Set,Anonymous,,,76.106.253.130,0,2015-08-04 11:06:45,2015-08-04 11:07:04,1,39726268,,25.00,,,,2,52000,2,26,30.167205810547,-81.771499633789,-1,,25.00,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_1BP8iPL6TuX6XAN,Default Response Set,Anonymous,,,70.189.34.122,0,2015-08-04 11:14:30,2015-08-04 11:15:02,1,84266616,,,25.00,,,1,30000,1,30,29.957901000977,-91.872100830078,-1,,25.00,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Highschool,0,0,0,0,1,0,Male
R_3DipYcssI4fl2XX,Default Response Set,Anonymous,,,99.126.128.183,0,2015-08-04 11:17:49,2015-08-04 11:19:13,1,78912673,,45,,,,1,32500,2,40,36.118896484375,-93.984001159668,-1,,45,$50.08,0,0,0,1,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_9SIDGNkA8XKWjCB,Default Response Set,Anonymous,,,96.251.33.113,0,2015-08-04 11:23:18,2015-08-04 11:24:05,1,87354524,50,,,,,1,12000,4,34,34.577606201172,-117.15919494629,-1,,50,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_bIQxEoxfmyKiwAd,Default Response Set,Anonymous,,,75.186.17.158,0,2015-08-04 11:26:43,2015-08-04 11:28:20,1,97138514,,45,,,,1,25000,2,31,39.958602905273,-83.806297302246,-1,,45,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_cAvvLqzmgeAt6vz,Default Response Set,Anonymous,,,132.178.160.218,0,2015-08-04 11:43:24,2015-08-04 11:43:42,1,85026048,,,47,,,1,145000,5,30,43.459899902344,-116.2440032959,-1,,47,$50.45,0,0,0,0,1,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,Graduate,0,0,0,1,0,0,Male
R_880gASlFmxN71eR,Default Response Set,Anonymous,,,108.88.184.128,0,2015-08-04 11:48:20,2015-08-04 11:49:05,1,44829636,,,,40.00,,1,76000,4,29,33.856002807617,-84.212898254395,-1,,40.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_1LF6YZ3qD5kIKQ5,Default Response Set,Anonymous,,,24.255.7.230,0,2015-08-04 11:50:47,2015-08-04 11:51:24,1,41282846,45,,,,,1,19000,2,24,33.400100708008,-111.92900085449,-1,,45,$50,0,0,1,0,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Male
R_72FVxr3Hf2gekqF,Default Response Set,Anonymous,,,66.66.98.205,0,2015-08-04 12:03:45,2015-08-04 12:04:02,1,48843612,,,,45,,1,42000,4,28,43.216598510742,-78.058403015137,-1,,45,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_9yq0l60SsI9NpPf,Default Response Set,Anonymous,,,199.58.164.130,0,2015-08-04 12:07:29,2015-08-04 12:08:16,1,64623769,,,40.00,,,2,54000,4,52,32.80729675293,-117.1324005127,-1,,40.00,$50.45,0,0,0,0,1,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_9v0tPzJxtUiPfwh,Default Response Set,Anonymous,,,121.247.68.245,0,2015-08-04 12:10:23,2015-08-04 12:10:27,1,78482278,,,,,,,,,,20,77,-1,,NA,nan,0,0,0,0,0,1,India Standard Time,Asia/Calcutta,0,0,0,0,0,1,0,0,0,None,0,0,0,0,0,1,None
R_55ulnPFMsyrjCol,Default Response Set,Anonymous,,,68.189.159.74,0,2015-08-04 12:09:40,2015-08-04 12:10:32,1,10012060,,50.00,,,,1,50000,2,37,34.832595825195,-82.455703735352,-1,,50.00,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_czHhX9IEEtMEuMt,Default Response Set,Anonymous,,,73.24.137.29,0,2015-08-04 12:15:55,2015-08-04 12:16:42,1,68404002,,,,,30.00,2,42000,2,47,32.308898925781,-111.1662979126,-1,,30.00,$49.92,0,1,0,0,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Female
R_5AO9rsJxgBg3VYx,Default Response Set,Anonymous,,,74.79.194.199,0,2015-08-04 12:35:25,2015-08-04 12:36:04,1,31411508,35.00,,,,,1,65000,4,59,43.10920715332,-74.864196777344,-1,,35.00,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_e8SpDp96b0OnZpH,Default Response Set,Anonymous,,,173.175.67.40,0,2015-08-04 12:40:50,2015-08-04 12:41:15,1,90594075,50,,,,,2,30000,4,27,27.73210144043,-97.384696960449,-1,,50,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_3PDg45qPmuil1U9,Default Response Set,Anonymous,,,24.217.147.212,0,2015-08-04 13:08:33,2015-08-04 13:08:49,1,79472133,,,,45,,2,65000,2,27,38.825103759766,-90.728897094727,-1,,45,$49.55,1,0,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_0V5AAWPGFdmawpn,Default Response Set,Anonymous,,,209.194.199.2,0,2015-08-04 13:44:18,2015-08-04 13:44:47,1,52089595,,45.08,,,,2,62000,3,33,43.352294921875,-73.689796447754,-1,,45.08,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_1IikpXAlM3YUMa9,Default Response Set,Anonymous,,,209.63.205.126,0,2015-08-04 14:43:32,2015-08-04 14:44:08,1,25929619,45,,,,,2,115000,4,40,45.523406982422,-122.6762008667,-1,,45,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_2tNsV9Esh19Tpkx,Default Response Set,Anonymous,,,73.186.243.86,0,2015-08-04 14:44:20,2015-08-04 14:44:43,1,22367501,,,,30,,2,70000,3,35,42.428100585938,-71.05460357666,-1,,30,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_3rCcuh4nHsgOaJn,Default Response Set,Anonymous,,,71.196.164.106,0,2015-08-04 14:51:30,2015-08-04 14:52:15,1,47215652,,,,48.00,,2,26000,2,60,39.708999633789,-105.09100341797,-1,,48.00,$49.55,1,0,0,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Female
R_6Xq8vokFVhQUsbr,Default Response Set,Anonymous,,,71.226.81.47,0,2015-08-04 14:56:18,2015-08-04 14:56:59,1,20268120,,,50.45,,,2,43000,3,59,29.10139465332,-82.352897644043,-1,,50.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_86ZuPt1LGw1uXdz,Default Response Set,Anonymous,,,71.156.50.1,0,2015-08-04 15:15:57,2015-08-04 15:16:23,1,31876392,20,,,,,2,10000,4,33,34.171798706055,-118.29150390625,-1,,20,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_6g2xiPQhk9xxv5X,Default Response Set,Anonymous,,,45.26.124.21,0,2015-08-04 15:27:48,2015-08-04 15:28:26,1,61764311,,,50.45,,,2,130000,4,48,34.228103637695,-84.178001403809,-1,,50.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_0jibohFF6OuifoV,Default Response Set,Anonymous,,,173.80.246.157,0,2015-08-04 15:45:41,2015-08-04 15:46:18,1,19003591,,,,,49.92,2,33000,2,47,37.851104736328,-80.446601867676,-1,,49.92,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_799Gwx8Ta0mHNY1,Default Response Set,Anonymous,,,73.158.224.254,0,2015-08-04 15:54:52,2015-08-04 15:55:10,1,90124243,40,,,,,1,68000,4,26,37.708999633789,-122.08850097656,-1,,40,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_1KT6Vu9gF51rLMx,Default Response Set,Anonymous,,,107.9.150.210,0,2015-08-04 15:58:47,2015-08-04 15:59:16,1,81943582,,,15,,,2,70000,3,47,41.231399536133,-80.756698608398,-1,,15,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_e8tCczJkBJN4mqx,Default Response Set,Anonymous,,,162.250.84.214,0,2015-08-04 16:04:16,2015-08-04 16:04:48,1,22753891,,,,,39.99,2,22000,2,34,32.497100830078,-85.035697937012,-1,,39.99,$49.92,0,1,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_blKQ4ARJHed7Y9v,Default Response Set,Anonymous,,,98.65.165.74,0,2015-08-04 16:56:17,2015-08-04 16:58:11,1,81703718,,,,49,,2,40000.,2,58,29.109893798828,-80.972999572754,-1,,49,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_7PoV4qeXQwk11LT,Default Response Set,Anonymous,,,50.105.132.46,0,2015-08-04 18:18:37,2015-08-04 18:19:00,1,23372376,50,,,,,2,59000,4,57,43.768493652344,-88.016098022461,-1,,50,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_5aq8VhSD5ZBZqi9,Default Response Set,Anonymous,,,76.27.72.42,0,2015-08-04 18:21:29,2015-08-04 18:21:56,1,67418707,,50,,,,2,76000,2,32,40.759796142578,-111.86260223389,-1,,50,$50.08,0,0,0,1,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Female
R_9XHse5EAzcNsgaV,Default Response Set,Anonymous,,,75.142.137.145,0,2015-08-04 18:23:10,2015-08-04 18:23:41,1,11649071,,45.00,,,,1,26000,2,45,42.185104370117,-121.61410522461,-1,,45.00,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_7TyrMpJmMgG9JCl,Default Response Set,Anonymous,,,72.182.60.51,0,2015-08-04 18:26:07,2015-08-04 18:26:25,1,53412220,,,,,45,1,18000,2,22,30.296600341797,-97.766296386719,-1,,45,$49.92,0,1,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_d4GXX6vwZisG4o5,Default Response Set,Anonymous,,,198.8.80.171,0,2015-08-04 18:26:19,2015-08-04 18:26:50,1,56387870,,,50.45,,,1,25000,2,43,34.043792724609,-118.25120544434,-1,,50.45,$50.45,0,0,0,0,1,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_ebzjw4iRKU8HeVD,Default Response Set,Anonymous,,,174.58.15.129,0,2015-08-04 18:27:37,2015-08-04 18:28:59,1,30060981,,,40.00,,,2,89000.,2,61,27.325500488281,-82.47339630127,-1,,40.00,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_8hIVPnC0bTDhod7,Default Response Set,Anonymous,,,100.0.58.219,0,2015-08-04 18:30:37,2015-08-04 18:31:01,1,64421630,,50.00,,,,2,45000,2,31,41.772705078125,-71.350303649902,-1,,50.00,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_2iwye6a4eHkJKjb,Default Response Set,Anonymous,,,75.139.106.53,0,2015-08-04 18:30:53,2015-08-04 18:31:20,1,37608129,,50.08,,,,1,50000,5,38,36.020004272461,-75.669898986816,-1,,50.08,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Male
R_25FapRKn76NrT7f,Default Response Set,Anonymous,,,63.79.0.25,0,2015-08-04 18:31:32,2015-08-04 18:31:57,1,96584116,,,45,,,1,34000,2,35,37.6875,-97.337997436523,-1,,45,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_cSnsbYvmz5jGEE5,Default Response Set,Anonymous,,,23.120.46.198,0,2015-08-04 18:37:48,2015-08-04 18:38:27,1,40485898,,,50,,,2,45000,4,66,34.146301269531,-118.42929840088,-1,,50,$50.45,0,0,0,0,1,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_8xqFA1lRF3hWWEt,Default Response Set,Anonymous,,,172.248.206.137,0,2015-08-04 18:41:16,2015-08-04 18:41:37,1,62883711,,,,49,,1,3843,1,26,33.912902832031,-118.34390258789,-1,,49,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Highschool,0,0,0,0,1,0,Male
R_ey9Cpqt52sGIh1j,Default Response Set,Anonymous,,,23.243.193.110,0,2015-08-04 18:41:26,2015-08-04 18:42:05,1,46181379,,40.00,,,,1,30000,2,20,33.711898803711,-117.34339904785,-1,,40.00,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_0jIgnuIQZJFLY6V,Default Response Set,Anonymous,,,99.90.88.198,0,2015-08-04 18:43:02,2015-08-04 18:43:45,1,86091207,,,45,,,1,90000,3,28,29.666793823242,-95.588401794434,-1,,45,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_86AfRTXhu47xU6p,Default Response Set,Anonymous,,,198.8.80.29,0,2015-08-04 18:43:20,2015-08-04 18:43:48,1,52117559,,45,,,,1,35000,4,22,34.043792724609,-118.25120544434,-1,,45,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_bq5wllrbzSlb833,Default Response Set,Anonymous,,,69.121.236.58,0,2015-08-04 19:01:50,2015-08-04 19:02:27,1,30228991,,,50.45,,,2,179000,2,21,40.742095947266,-74.001800537109,-1,,50.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_cCJ4zNPykZXHt0F,Default Response Set,Anonymous,,,24.147.163.10,0,2015-08-04 19:12:46,2015-08-04 19:13:26,1,87102668,,,50,,,1,98000,4,33,42.732406616211,-71.18620300293,-1,,50,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_8ccrWQmewzw1ZQN,Default Response Set,Anonymous,,,71.189.184.95,0,2015-08-04 19:13:29,2015-08-04 19:14:04,1,70943298,,,,40.00,,1,40000,2,31,34.039001464844,-117.75479888916,-1,,40.00,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_9Xf7GjNXPcdKHPL,Default Response Set,Anonymous,,,69.124.9.157,0,2015-08-04 20:11:21,2015-08-04 20:13:54,1,67719113,,,46.45,,,1,32000,4,33,40.840805053711,-73.039497375488,-1,,46.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_ezVtRHxHC2mc3v7,Default Response Set,Anonymous,,,75.41.110.48,0,2015-08-04 20:38:45,2015-08-04 20:39:13,1,53474191,45,,,,,1,57500,5,33,42.319396972656,-83.26789855957,-1,,45,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Male
R_74FvKit9eaabm85,Default Response Set,Anonymous,,,50.46.194.28,0,2015-08-04 20:47:27,2015-08-04 20:47:56,1,43810177,,,,,44,1,65000,4,26,47.739593505859,-122.34260559082,-1,,44,$49.92,0,1,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_23OO6GW8KJ8MBVj,Default Response Set,Anonymous,,,108.223.194.87,0,2015-08-04 20:59:18,2015-08-04 20:59:49,1,14815830,,,,,50.00,2,25000,3,24,42.375503540039,-83.077201843262,-1,,50.00,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_3faOHKGDZJYRkIB,Default Response Set,Anonymous,,,173.57.9.177,0,2015-08-04 21:04:37,2015-08-04 21:05:34,1,60486298,,,30.00,,,2,32000,1,27,32.850006103516,-96.961303710938,-1,,30.00,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Highschool,0,0,0,0,1,0,Female
R_enf63RIZPJT9Zvn,Default Response Set,Anonymous,,,107.3.144.88,0,2015-08-04 21:13:54,2015-08-04 21:14:08,1,37448526,45,,,,,1,65000,4,29,37.715606689453,-122.16020202637,-1,,45,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_2bKU8wO3EzTH10p,Default Response Set,Anonymous,,,71.83.233.97,0,2015-08-04 21:14:08,2015-08-04 21:14:34,1,23949970,,,,49.55,,1,40000,2,24,46.328201293945,-119.32220458984,-1,,49.55,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_3BJU10Ql8KADd5z,Default Response Set,Anonymous,,,74.111.127.72,0,2015-08-04 21:19:22,2015-08-04 21:19:40,1,37661349,,,,,40,2,64139,5,51,40.406692504883,-80.110801696777,-1,,40,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Female
R_d4mEjfWbZs89yhT,Default Response Set,Anonymous,,,72.201.237.221,0,2015-08-04 22:08:52,2015-08-04 22:09:14,1,66645123,,45,,,,2,18000,3,57,33.397201538086,-111.78579711914,-1,,45,$50.08,0,0,0,1,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,Associates,1,0,0,0,0,0,Female
R_7VP45iewSIZR58F,Default Response Set,Anonymous,,,24.196.164.55,0,2015-08-04 22:11:56,2015-08-04 22:12:13,1,90641329,,,25.00,,,1,34520,3,27,35.610000610352,-80.98819732666,-1,,25.00,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_cHjXuoguFR2z0Md,Default Response Set,Anonymous,,,74.105.202.102,0,2015-08-04 23:17:10,2015-08-04 23:18:17,1,22588211,,,,30,,1,65000,4,26,40.846099853516,-74.591400146484,-1,,30,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_37ZJhWG7XsSefid,Default Response Set,Anonymous,,,96.58.221.115,0,2015-08-04 23:36:03,2015-08-04 23:36:22,1,54193355,35,,,,,2,7000,4,28,27.905395507812,-82.713600158691,-1,,35,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_eVi9UHKuPIudzW5,Default Response Set,Anonymous,,,104.33.174.96,0,2015-08-05 00:30:52,2015-08-05 00:31:06,1,64578677,50,,,,,1,47500,2,30,34.587295532227,-118.2453994751,-1,,50,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_6Mdl6sC3TTKUfaJ,Default Response Set,Anonymous,,,65.130.77.252,0,2015-08-05 00:28:42,2015-08-05 00:31:21,1,65982753,50,,,,,1,25000,3,35,40.670394897461,-111.79100036621,-1,,50,$50,0,0,1,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,Associates,1,0,0,0,0,0,Male
R_9AXwuK3kw3zikw5,Default Response Set,Anonymous,,,68.80.90.64,0,2015-08-05 00:32:09,2015-08-05 00:32:31,1,85382135,,,50.00,,,1,38000,4,28,39.715103149414,-75.730598449707,-1,,50.00,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_esAb12zDeGlB91b,Default Response Set,Anonymous,,,67.43.247.152,0,2015-08-05 00:32:15,2015-08-05 00:32:33,1,68643189,50.00,,,,,1,50000,4,26,37.926498413086,-91.779098510742,-1,,50.00,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_3Qp0y8Jg3cDocG9,Default Response Set,Anonymous,,,73.168.133.154,0,2015-08-05 00:32:06,2015-08-05 00:32:42,1,70313711,,,47.00,,,2,41500,2,37,39.815002441406,-85.783500671387,-1,,47.00,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
